,Questions,Answers,Labels
587,Are people with faith dear to God?,"They who follow this immortal Dharma, endowed with faith and regarding Me as their supreme goal, are exceedingly dear to Me.",1
588,What is the concept of kshetra (field) and kshetrajna (knower of the field)?,"The Blessed Lord said, ""O Arjuna, this body is called the field; he who knows it is called the knower of the field by those who know them.""",1
589,Who is the kshetrajna (knower of all fields)?,"Do thou also know Me as the knower of the field in all fields, O Arjuna. Knowledge of both the field and the knower of the field is considered by Me to be the knowledge.",1
590,What are the properties of the kshetra (field)?,"Hear from Me in brief what the field is, of what nature it is, what its modifications are, whence it is, who He is, and what His powers are.",1
591,Which is the most conclusive reference for learning Vedanta?,"Sages have sung in many ways, with various distinctive chants and also with suggestive words indicative of the Absolute, full of reasoning and decisive.",1
592,What are the various elements of Prakriti (physical nature)?,"The great elements, egoism, intellect, and also the Unmanifested Nature, the ten senses, and one mind, and the five objects of the senses.",1
593,What all constitutes the kshetra (field)?,"Desire, hatred, pleasure, pain, the aggregate (body), intelligence, and fortitude—the field has thus been briefly described with its modifications.",1
594,Are humility and sincerity useful for spiritual growth?,"Humility, unpretentiousness, non-injury, forgiveness, uprightness, service to the teacher, purity, steadfastness, and self-control.",1
595,Is ego a hindrance in spiritual growth?,"Indifference to the objects of the senses and also absence of egoism; perceiving the evil in birth, death, old age, sickness, and pain.",1
596,Is attachment to family members a hindrance to spiritual growth?,"Non-attachment, non-identification of the Self with son, wife, home, and the rest, and constant even-mindedness in the face of the attainment of both desirable and undesirable.",1
597,Does solitude help in spiritual growth?,"Unswerving devotion to Me through the Yoga of non-separation, resorting to solitary places, and a distaste for the company of people.",1
598,What is true knowledge?,"Constancy in Self-knowledge, the perception of the end of true knowledge—this is declared to be knowledge, and what is opposed to it is ignorance.",1
599,How can I obtain freedom from death?,"I will declare that which is to be known, knowing which one attains immortality; the beginningless Supreme Brahman, which is neither being nor non-being.",1
600,How can we describe Brahman?,"With hands and feet everywhere, with eyes, heads, and mouths everywhere, with ears everywhere, He exists in the worlds, enveloping all.",1
601,What is the relation between Gunas and Brahman?,"Shining by the functions of all the senses, yet without being attached to them; unattached, yet supporting all; devoid of qualities, yet the experiencer of them.",1
602,Is it possible to comprehend Brahman?,"It is within and without all beings, both the unmoving and the moving; It is subtle and unknowable, and It is near and far away.",1
603,Is there one undivided Brahman or multiple Brahmans?,"Undivided yet, It exists as if divided in beings; It is to be known as the supporter of beings; It devours and It generates.",1
604,How can I attain the state of Brahman?,"That Light of all lights is said to be beyond darkness: knowledge, the knowable, and the goal of knowledge, seated in the hearts of all.",1
605,How does it help to have the knowledge of kshetra and kshetrajna?,"Thus, the field, as well as knowledge and the knowable, have been briefly stated. My devotee, knowing this, enters into My being.",1
606,Who is fit to attain salvation?,"Thus, the field, as well as knowledge and the knowable, have been briefly stated. My devotee, knowing this, enters into My being.",1
607,When did Prakriti and Purusha originate?,"Know that Nature (matter) and the Spirit are both beginningless, and know also that all modifications and qualities are born from Nature.",1
608,What is the role of the Self or Purusha in human experience?,"In the production of the effect and the cause, Nature (matter) is said to be the cause; in the experience of pleasure and pain, the soul is said to be the one responsible.",1
609,Who experiences the nature around perceived through the sense organs?,The soul seated in Nature experiences the qualities born of Nature; attachment to the qualities is the cause of its birth in good and evil wombs.,1
610,What is the role of the Self or seer in the human body?,"The Supreme Soul in this body is also called the observer, the permitter, the sustainer, the enjoyer, the great Lord, and the Supreme Self.",1
611,What is the benefit of gaining knowledge of Purusha and Prakriti?,"He who thus knows the Spirit and Matter together with their qualities, in whatever condition he may be, he is not reborn.",1
612,What are the various ways of realising or perceiving the self within the body?,"Some behold the Self within themselves through meditation, others through the Yoga of knowledge, and still others through the Yoga of action.",1
613,What happens if we have only a partial or slightly incorrect knowledge of the self?,"Others, too, who do not know thus, worship, having heard of It from others; they, too, cross beyond death, regarding what they have heard as the supreme refuge.",1
614,Is it possible for a human or another living being to exist without the presence of the kshetrajna or self in the body?,"Wherever a being is born, whether unmoving or moving, know thou, O best of the Bharatas (Arjuna), that it is from the union of the field and its knower.",1
615,Is it possible to see and experience things as they truly are?,"He who sees the Supreme Lord existing truly in all beings, the imperishable within the perishable, sees indeed.",1
616,How can we avoid injuring our own mind?,"For he who truly sees the same Lord dwelling everywhere does not destroy the Self by the self; rather, he attains the highest goal.",1
617,Are actions done by Prakriti (nature) or by the self or soul residing in the body?,"He sees, who sees that all actions are performed solely by Nature and that the Self is without action.",1
618,Is it possible to perceive Brahman or consciousness in all beings?,"When a person sees all beings as resting in the One and emanating from the One alone, they then become Brahman.",1
619,Does the Self or soul undergo changes with time?,"Being without beginning, devoid of any qualities, the Supreme Self, imperishable, though dwelling in the body, O Arjuna, neither acts nor is tainted.",1
620,Can you give me an analogy to understand the immutability of consciousness or Purusha?,"As the all-pervading ether is not tainted, due to its subtlety, so the Self seated everywhere in the body is not tainted either.",1
621,Can we think of consciousness like the sun which illuminates the whole world?,"Just as the one sun illuminates the entire world, so too does the Lord of the field (Supreme Self) illuminate the entire field, O Arjuna.",1
622,What is the use of learning to differentiate between Purusha (consciousness) and Prakriti (physical nature)?,"They who, by the eye of knowledge, perceive the distinction between the field and its knower, as well as the liberation from the Nature of being, go to the Supreme.",1
623,Does Krishna truly reveal all spiritual knowledge in the Gita?,"The Blessed Lord said, ""I will again declare to thee that supreme knowledge, the best of all knowledge, having known which all the sages have gone to supreme perfection after this life.""",1
624,What happens to those who attain unity with God?,"Those who, having taken refuge in this knowledge, have attained unity with Me, are neither born at the time of creation nor disturbed at the time of dissolution.",1
625,How are all living beings born in this universe?,"My womb is the great Brahma; in it I place the germ; thence, O Arjuna, is the birth of all beings.",1
